ID,production_countries,,,,,,,,,
384,US,,,,,,,,,
385,US,,,,,,,,,
386,US,,,,,,,,,
387,US,,,,,,,,,
388,US,,,,,,,,,
389,US,,,,,,,,,
390,CA, US,,,,,,,,
391,US,,,,,,,,,
392,US,,,,,,,,,
393,US,,,,,,,,,
394,US,,,,,,,,,
395,US,,,,,,,,,
396,US,,,,,,,,,
397,US,,,,,,,,,
398,US,,,,,,,,,
399,US,,,,,,,,,
400,US,,,,,,,,,
401,US,,,,,,,,,
402,US,,,,,,,,,
403,US,,,,,,,,,
404,US,,,,,,,,,
405,US,,,,,,,,,
406,US,,,,,,,,,
407,US,,,,,,,,,
408,CA, US,,,,,,,,
409,US,,,,,,,,,
410,US,,,,,,,,,
411,US,,,,,,,,,
412,US,,,,,,,,,
413,US,,,,,,,,,
414,US,,,,,,,,,
415,US,,,,,,,,,
416,US,,,,,,,,,
417,US,,,,,,,,,
418,US,,,,,,,,,
419,US,,,,,,,,,
420,US,,,,,,,,,
421,US,,,,,,,,,
422,US,,,,,,,,,
423,US,,,,,,,,,
424,US,,,,,,,,,
425,US,,,,,,,,,
426,US,,,,,,,,,
427,US,,,,,,,,,
428,US,,,,,,,,,
429,MX,,,,,,,,,
430,US,,,,,,,,,
431,US,,,,,,,,,
432,US,,,,,,,,,
433,US,,,,,,,,,
434,US,,,,,,,,,
435,US,,,,,,,,,
436,US,,,,,,,,,
437,US,,,,,,,,,
438,US,,,,,,,,,
439,US,,,,,,,,,
440,US,,,,,,,,,
441,US,,,,,,,,,
442,US,,,,,,,,,
443,US,,,,,,,,,
444,US,,,,,,,,,
445,US,,,,,,,,,
446,US,,,,,,,,,
447,US,,,,,,,,,
448,US,,,,,,,,,
449,US,,,,,,,,,
450,US,,,,,,,,,
451,US,,,,,,,,,
452,US,,,,,,,,,
453,US,,,,,,,,,
454,US,,,,,,,,,
455,US,,,,,,,,,
456,US,,,,,,,,,
457,US,,,,,,,,,
458,US,,,,,,,,,
459,US,,,,,,,,,
460,US,,,,,,,,,
461,US,,,,,,,,,
462,US,,,,,,,,,
463,US,,,,,,,,,
464,US,,,,,,,,,
465,US,,,,,,,,,
